Datetime,ID,Type
2008-01-02T11:28,38,prox-in-classified
2008-01-02T11:28,2,prox-in-classified
2008-01-02T11:29,50,prox-in-classified
2008-01-02T11:30,40,prox-in-classified
2008-01-02T11:31,28,prox-out-classified
2008-01-02T11:31,44,prox-in-classified
2008-01-02T11:34,2,prox-out-classified
2008-01-02T11:35,24,prox-in-classified
2008-01-02T11:40,33,prox-in-classified
2008-01-02T11:43,8,prox-in-classified
2008-01-02T11:43,58,prox-in-classified
2008-01-02T11:44,6,prox-in-classified
2008-01-02T11:45,21,prox-in-classified
2008-01-02T11:46,6,prox-out-classified
2008-01-02T11:46,11,prox-out-classified
2008-01-02T11:47,32,prox-in-classified
2008-01-02T11:49,51,prox-in-classified
2008-01-02T11:50,53,prox-in-classified
2008-01-02T11:50,12,prox-in-building
2008-01-02T11:51,15,prox-in-classified
2008-01-02T11:55,14,prox-out-classified
2008-01-02T11:55,17,prox-in-building
2008-01-02T11:55,4,prox-out-classified
2008-01-02T11:58,51,prox-out-classified
2008-01-02T11:58,54,prox-in-classified
2008-01-02T11:59,33,prox-out-classified
2008-01-02T11:59,9,prox-out-classified
2008-01-02T12:00,52,prox-out-classified
2008-01-02T12:01,20,prox-in-classified
2008-01-02T12:02,8,prox-out-classified
2008-01-02T12:03,0,prox-out-classified
2008-01-02T12:04,41,prox-out-classified
2008-01-02T12:04,58,prox-out-classified
2008-01-02T12:05,34,prox-out-classified
2008-01-02T12:08,47,prox-out-classified
2008-01-02T12:08,38,prox-out-classified
2008-01-02T12:12,56,prox-in-classified
2008-01-02T12:13,45,prox-out-classified
2008-01-02T12:15,26,prox-out-classified
2008-01-02T12:17,39,prox-out-classified
2008-01-02T12:17,54,prox-out-classified
2008-01-02T12:19,9,prox-in-classified
2008-01-02T12:20,22,prox-out-classified
2008-01-02T12:20,3,prox-in-classified
2008-01-02T12:21,10,prox-in-classified
2008-01-02T12:22,35,prox-in-building
2008-01-02T12:23,10,prox-out-classified
2008-01-02T12:23,21,prox-out-classified
2008-01-02T12:24,54,prox-in-classified
2008-01-02T12:28,53,prox-out-classified
2008-01-02T12:30,16,prox-in-classified
2008-01-02T12:32,4,prox-in-classified
2008-01-02T12:32,3,prox-out-classified
2008-01-02T12:33,43,prox-out-classified
2008-01-02T12:34,33,prox-in-classified
2008-01-02T12:34,44,prox-out-classified
2008-01-02T12:35,15,prox-out-classified
2008-01-02T12:38,18,prox-out-classified
2008-01-02T12:43,28,prox-in-building
2008-01-02T12:43,26,prox-in-building
2008-01-02T12:44,25,prox-in-classified
2008-01-02T12:46,50,prox-out-classified
2008-01-02T12:47,9,prox-out-classified
2008-01-02T12:49,24,prox-out-classified
2008-01-02T12:49,44,prox-in-classified
2008-01-02T12:50,14,prox-in-classified
2008-01-02T12:51,40,prox-out-classified
2008-01-02T12:55,4,prox-out-classified
2008-01-02T12:56,13,prox-in-classified
2008-01-02T12:57,8,prox-in-classified
2008-01-02T12:58,46,prox-out-classified
2008-01-02T12:58,55,prox-in-classified
2008-01-02T12:59,52,prox-in-classified
2008-01-02T12:59,8,prox-out-classified
2008-01-02T12:59,20,prox-out-classified
2008-01-02T13:01,5,prox-in-classified
2008-01-02T13:02,22,prox-in-building
2008-01-02T13:03,57,prox-in-classified
2008-01-02T13:06,32,prox-out-classified
2008-01-02T13:07,1,prox-in-classified
2008-01-02T13:08,41,prox-in-building
2008-01-02T13:09,54,prox-out-classified
2008-01-02T13:11,19,prox-in-building
2008-01-02T13:12,14,prox-out-classified
2008-01-02T13:12,31,prox-in-classified
2008-01-02T13:13,25,prox-out-classified
2008-01-02T13:15,47,prox-in-classified
2008-01-02T13:15,56,prox-out-classified
2008-01-02T13:15,33,prox-out-classified
2008-01-02T13:18,4,prox-in-classified
2008-01-02T13:18,13,prox-out-classified
2008-01-02T13:19,59,prox-in-classified
2008-01-02T13:22,42,prox-in-classified
2008-01-02T13:23,24,prox-in-classified
2008-01-02T13:23,16,prox-out-classified
2008-01-02T13:24,37,prox-in-classified
2008-01-02T13:27,51,prox-in-building
2008-01-02T13:28,37,prox-out-classified
2008-01-02T13:29,21,prox-in-classified
2008-01-02T13:31,4,prox-out-classified
2008-01-02T13:31,25,prox-in-classified
2008-01-02T13:32,31,prox-out-classified
2008-01-02T13:32,1,prox-out-classified
2008-01-02T13:35,27,prox-in-classified
2008-01-02T13:36,36,prox-in-building
2008-01-02T13:37,55,prox-out-classified
2008-01-02T13:38,58,prox-in-building
2008-01-02T13:39,6,prox-in-classified
2008-01-02T13:42,19,prox-in-classified
2008-01-02T13:44,2,prox-in-classified
2008-01-02T13:44,52,prox-out-classified
2008-01-02T13:47,40,prox-in-classified
2008-01-02T13:48,2,prox-out-classified
2008-01-02T13:49,19,prox-out-classified
2008-01-02T13:51,29,prox-in-building
2008-01-02T13:54,7,prox-in-classified
2008-01-02T13:55,5,prox-out-classified
2008-01-02T13:56,30,prox-in-classified
2008-01-02T13:59,16,prox-in-classified
2008-01-02T14:00,43,prox-in-classified
2008-01-02T14:01,59,prox-out-classified
2008-01-02T14:04,0,prox-in-building
2008-01-02T14:04,53,prox-in-building
2008-01-02T14:06,10,prox-in-building
2008-01-02T14:07,37,prox-in-building
2008-01-02T14:09,42,prox-out-classified
2008-01-02T14:09,3,prox-in-classified
2008-01-02T14:10,47,prox-out-classified
2008-01-02T14:12,41,prox-in-classified
2008-01-02T14:13,44,prox-out-classified
2008-01-02T14:13,45,prox-in-building
2008-01-02T14:16,12,prox-in-classified
2008-01-02T14:18,54,prox-in-building
2008-01-02T14:18,11,prox-in-classified
2008-01-02T14:18,21,prox-out-classified
2008-01-02T14:18,49,prox-in-building
2008-01-02T14:19,38,prox-in-building
2008-01-02T14:20,34,prox-in-building
2008-01-02T14:21,50,prox-in-building
2008-01-02T14:21,27,prox-out-classified
2008-01-02T14:23,39,prox-in-classified
2008-01-02T14:24,3,prox-out-classified
2008-01-02T14:27,57,prox-out-classified
2008-01-02T14:27,15,prox-in-building
2008-01-02T14:30,44,prox-in-classified
2008-01-02T14:33,51,prox-in-classified
2008-01-02T14:35,28,prox-in-classified
2008-01-02T14:37,42,prox-in-classified
2008-01-02T14:38,7,prox-out-classified
2008-01-02T14:39,27,prox-in-building
2008-01-02T14:41,26,prox-in-classified
2008-01-02T14:41,17,prox-in-classified
2008-01-02T14:43,8,prox-in-classified
2008-01-02T14:43,21,prox-in-classified
2008-01-02T14:44,25,prox-out-classified
2008-01-02T14:46,8,prox-out-classified
2008-01-02T14:50,20,prox-in-classified
2008-01-02T14:50,43,prox-out-classified
2008-01-02T14:51,24,prox-out-classified
2008-01-02T14:53,30,prox-out-classified
2008-01-02T14:55,9,prox-in-classified
2008-01-02T14:55,57,prox-in-classified
2008-01-02T14:56,40,prox-out-classified
2008-01-02T14:58,16,prox-out-classified
2008-01-02T15:02,7,prox-in-classified
2008-01-02T15:03,26,prox-out-classified
2008-01-02T15:03,6,prox-out-classified
2008-01-02T15:04,29,prox-in-classified
2008-01-02T15:06,37,prox-in-classified
2008-01-02T15:08,14,prox-in-classified
2008-01-02T15:09,9,prox-out-classified
2008-01-02T15:10,33,prox-in-building
2008-01-02T15:12,35,prox-in-classified
2008-01-02T15:12,56,prox-in-classified
2008-01-02T15:15,1,prox-in-building
2008-01-02T15:20,8,prox-in-classified
2008-01-02T15:20,39,prox-out-classified
2008-01-02T15:22,39,prox-in-classified
2008-01-02T15:23,18,prox-in-classified
2008-01-02T15:24,12,prox-out-classified
2008-01-02T15:25,4,prox-in-classified
2008-01-02T15:25,18,prox-out-classified
2008-01-02T15:26,21,prox-out-classified
2008-01-02T15:27,18,prox-in-classified
2008-01-02T15:28,44,prox-out-classified
2008-01-02T15:28,20,prox-out-classified
2008-01-02T15:30,12,prox-in-classified
2008-01-02T15:31,24,prox-in-classified
2008-01-02T15:31,51,prox-out-classified
2008-01-02T15:32,37,prox-out-classified
2008-01-02T15:33,11,prox-out-classified
2008-01-02T15:34,22,prox-in-classified
2008-01-02T15:35,59,prox-in-building
2008-01-02T15:35,50,prox-in-classified
2008-01-02T15:36,35,prox-out-classified
2008-01-02T15:37,42,prox-out-classified
2008-01-02T15:38,24,prox-out-classified
2008-01-02T15:42,3,prox-in-building
2008-01-02T15:44,24,prox-in-classified
2008-01-02T15:45,32,prox-in-classified
2008-01-02T15:46,2,prox-in-building
2008-01-02T15:48,17,prox-out-classified
2008-01-02T15:48,46,prox-in-classified
2008-01-02T15:48,58,prox-in-classified
2008-01-02T15:48,56,prox-out-classified
2008-01-02T15:49,22,prox-out-classified
2008-01-02T15:49,16,prox-in-classified
2008-01-02T15:51,10,prox-in-classified
2008-01-02T15:54,41,prox-out-classified
2008-01-02T15:55,57,prox-out-classified
2008-01-02T15:57,52,prox-in-classified
2008-01-02T15:59,10,prox-out-classified
2008-01-02T15:59,16,prox-out-classified
2008-01-02T16:01,18,prox-out-classified
2008-01-02T16:02,28,prox-out-classified
2008-01-02T16:02,32,prox-out-classified
2008-01-02T16:06,57,prox-in-classified
2008-01-02T16:07,12,prox-out-classified
2008-01-02T16:08,5,prox-in-classified
2008-01-02T16:12,29,prox-out-classified
2008-01-02T16:13,30,prox-in-classified
2008-01-02T16:14,52,prox-out-classified
2008-01-02T16:15,13,prox-in-building
2008-01-02T16:15,55,prox-in-classified
2008-01-02T16:17,18,prox-in-classified
2008-01-02T16:18,9,prox-in-classified
2008-01-02T16:18,19,prox-in-classified
2008-01-02T16:20,53,prox-in-classified
2008-01-02T16:21,14,prox-out-classified
2008-01-02T16:21,5,prox-out-classified
2008-01-02T16:21,1,prox-in-classified
2008-01-02T16:25,31,prox-in-building
2008-01-02T16:25,49,prox-in-classified
2008-01-02T16:25,47,prox-in-classified
2008-01-02T16:25,39,prox-out-classified
2008-01-02T16:28,57,prox-out-classified
2008-01-02T16:30,7,prox-out-classified
2008-01-02T16:31,50,prox-out-classified
2008-01-02T16:31,21,prox-in-classified
2008-01-02T16:31,34,prox-in-classified
2008-01-02T16:35,4,prox-out-classified
2008-01-02T16:36,12,prox-in-classified
2008-01-02T16:36,25,prox-in-building
2008-01-02T16:36,8,prox-out-classified
2008-01-02T16:37,2,prox-in-classified
2008-01-02T16:39,30,prox-out-classified
2008-01-02T16:40,23,prox-in-classified
2008-01-02T16:41,19,prox-out-classified
2008-01-02T16:44,0,prox-in-classified
2008-01-02T16:45,23,prox-out-classified
2008-01-02T16:47,0,prox-out-classified
2008-01-02T16:56,38,prox-in-classified
2008-01-02T16:56,46,prox-out-classified
2008-01-02T16:57,55,prox-out-classified
2008-01-02T16:57,47,prox-out-classified
2008-01-02T16:59,55,prox-in-classified
2008-01-02T17:01,15,prox-in-classified
2008-01-02T17:01,24,prox-out-classified
2008-01-02T17:02,5,prox-in-classified
2008-01-02T17:04,20,prox-in-building
2008-01-02T17:04,14,prox-in-classified
2008-01-02T17:06,35,prox-in-classified
2008-01-02T17:06,38,prox-out-classified
2008-01-02T17:07,0,prox-in-classified
2008-01-02T17:09,58,prox-out-classified
2008-01-02T17:09,18,prox-out-classified
2008-01-02T17:11,35,prox-out-classified
2008-01-02T17:12,9,prox-out-classified
2008-01-02T17:13,22,prox-in-classified
2008-01-02T17:13,1,prox-out-classified
2008-01-02T17:13,53,prox-out-classified
2008-01-02T17:14,2,prox-out-classified
2008-01-02T17:14,19,prox-in-classified
2008-01-02T17:17,26,prox-in-classified
2008-01-02T17:18,40,prox-in-classified
2008-01-02T17:18,36,prox-in-classified
2008-01-02T17:20,34,prox-out-classified
2008-01-02T17:21,21,prox-out-classified
2008-01-02T17:22,0,prox-out-classified
2008-01-02T17:23,27,prox-in-classified
2008-01-02T17:28,49,prox-out-classified
2008-01-02T17:28,40,prox-out-classified
2008-01-02T17:28,12,prox-out-classified
2008-01-02T17:30,32,prox-in-classified
2008-01-02T17:31,3,prox-in-classified
2008-01-02T17:33,50,prox-in-classified
2008-01-02T17:35,59,prox-in-classified
2008-01-02T17:36,9,prox-in-classified
2008-01-02T17:37,33,prox-in-classified
2008-01-02T17:37,55,prox-out-classified
2008-01-02T17:40,22,prox-out-classified
2008-01-02T17:40,55,prox-in-classified
2008-01-02T17:41,43,prox-in-classified
2008-01-02T17:42,50,prox-out-classified
2008-01-02T17:43,31,prox-in-classified
2008-01-02T17:44,25,prox-in-classified
2008-01-02T17:44,11,prox-in-classified
2008-01-02T17:44,43,prox-out-classified
2008-01-02T17:46,38,prox-in-classified
2008-01-02T17:46,26,prox-out-classified
2008-01-02T17:47,32,prox-out-classified
2008-01-02T17:48,14,prox-out-classified
2008-01-02T17:50,36,prox-out-classified
2008-01-02T17:51,54,prox-in-classified
2008-01-02T17:52,15,prox-out-classified
2008-01-02T17:53,47,prox-in-classified
2008-01-02T17:54,19,prox-out-classified
2008-01-02T17:55,23,prox-in-classified
2008-01-02T17:56,6,prox-in-classified
2008-01-02T17:57,12,prox-in-classified
2008-01-02T17:57,32,prox-in-classified
2008-01-02T17:58,33,prox-out-classified
2008-01-02T17:58,13,prox-in-classified
2008-01-02T17:59,29,prox-in-classified
2008-01-02T18:00,38,prox-out-classified
2008-01-02T18:03,55,prox-out-classified
2008-01-02T18:04,11,prox-out-classified
2008-01-02T18:04,23,prox-out-classified
2008-01-02T18:04,5,prox-out-classified
2008-01-02T18:06,9,prox-out-classified
2008-01-02T18:10,37,prox-in-classified
2008-01-02T18:11,7,prox-in-classified
2008-01-02T18:13,1,prox-in-classified
2008-01-02T18:15,37,prox-out-classified
2008-01-02T18:16,7,prox-out-classified
2008-01-02T18:18,6,prox-out-classified
2008-01-02T18:20,10,prox-in-classified
2008-01-02T18:22,29,prox-out-classified
2008-01-02T18:23,10,prox-out-classified
2008-01-02T18:35,24,prox-in-classified
2008-01-02T18:36,54,prox-out-classified
2008-01-02T18:36,32,prox-out-classified
2008-01-02T18:39,20,prox-in-classified
2008-01-02T18:42,47,prox-out-classified
2008-01-02T18:44,31,prox-out-classified
2008-01-02T18:45,1,prox-out-classified
2008-01-02T18:48,27,prox-out-classified
2008-01-02T18:50,5,prox-in-classified
2008-01-02T18:51,3,prox-out-classified
2008-01-02T18:54,5,prox-out-classified
2008-01-02T18:55,20,prox-out-classified
2008-01-02T18:57,24,prox-out-classified
2008-01-02T18:57,25,prox-out-classified
2008-01-02T18:58,13,prox-out-classified
2008-01-02T19:01,59,prox-out-classified
2008-01-02T19:10,12,prox-out-classified
2008-01-02T19:30,31,prox-in-classified
2008-01-02T19:35,27,prox-in-classified
2008-01-02T19:53,25,prox-in-classified
2008-01-02T19:56,31,prox-out-classified
2008-01-02T20:03,27,prox-out-classified
2008-01-02T20:07,25,prox-out-classified
2008-01-02T20:39,12,prox-in-classified
2008-01-02T20:58,12,prox-out-classified
2008-01-03T06:36,17,prox-in-building
2008-01-03T07:01,17,prox-in-classified
2008-01-03T07:11,44,prox-in-building
2008-01-03T07:23,8,prox-in-building
2008-01-03T07:23,56,prox-in-building
2008-01-03T07:27,17,prox-out-classified
2008-01-03T07:38,39,prox-in-building
2008-01-03T07:53,18,prox-in-building
2008-01-03T08:07,28,prox-in-building
2008-01-03T08:09,45,prox-in-building
2008-01-03T08:09,49,prox-in-building
2008-01-03T08:13,35,prox-in-building
2008-01-03T08:15,41,prox-in-building
2008-01-03T08:20,42,prox-in-building
2008-01-03T08:26,46,prox-in-building
2008-01-03T08:28,34,prox-in-building
2008-01-03T08:29,40,prox-in-building
2008-01-03T08:30,19,prox-in-building
2008-01-03T08:31,54,prox-in-building
2008-01-03T08:31,58,prox-in-building
2008-01-03T08:33,51,prox-in-building
2008-01-03T08:40,22,prox-in-building
2008-01-03T08:42,1,prox-in-building
2008-01-03T08:46,26,prox-in-building
2008-01-03T08:47,4,prox-in-building
2008-01-03T08:50,16,prox-in-building
2008-01-03T08:51,55,prox-in-building
2008-01-03T08:52,10,prox-in-building
2008-01-03T08:57,7,prox-in-building
2008-01-03T08:58,14,prox-in-building
2008-01-03T08:58,52,prox-in-building
2008-01-03T08:58,50,prox-in-building
2008-01-03T09:00,0,prox-in-building
2008-01-03T09:02,29,prox-in-building
2008-01-03T09:03,30,prox-in-building
2008-01-03T09:04,17,prox-in-classified
2008-01-03T09:06,46,prox-in-classified
2008-01-03T09:10,9,prox-in-building
2008-01-03T09:11,23,prox-in-building
2008-01-03T09:13,33,prox-in-building
2008-01-03T09:14,5,prox-in-building
2008-01-03T09:16,36,prox-in-building
2008-01-03T09:18,11,prox-in-building
2008-01-03T09:18,15,prox-in-building
2008-01-03T09:19,44,prox-in-classified
2008-01-03T09:21,53,prox-in-building
2008-01-03T09:21,32,prox-in-building
2008-01-03T09:23,40,prox-in-classified
2008-01-03T09:25,41,prox-in-classified
2008-01-03T09:28,45,prox-in-classified
2008-01-03T09:32,56,prox-in-classified
2008-01-03T09:32,5,prox-in-classified
2008-01-03T09:33,4,prox-in-classified
2008-01-03T09:33,35,prox-in-classified
2008-01-03T09:38,45,prox-out-classified
2008-01-03T09:42,54,prox-in-classified
2008-01-03T09:43,57,prox-in-building
2008-01-03T09:45,21,prox-in-building
2008-01-03T09:51,3,prox-in-building
2008-01-03T09:51,26,prox-in-classified
2008-01-03T09:51,27,prox-in-building
2008-01-03T09:52,47,prox-in-building
2008-01-03T09:52,17,prox-out-classified
2008-01-03T09:54,5,prox-out-classified
2008-01-03T09:55,56,prox-out-classified
2008-01-03T10:00,46,prox-out-classified
2008-01-03T10:00,31,prox-in-building
2008-01-03T10:03,54,prox-out-classified
2008-01-03T10:04,43,prox-in-building
2008-01-03T10:06,37,prox-in-building
2008-01-03T10:09,20,prox-in-building
2008-01-03T10:10,41,prox-out-classified
2008-01-03T10:11,6,prox-in-building
2008-01-03T10:11,24,prox-in-building
2008-01-03T10:12,15,prox-in-classified
2008-01-03T10:12,4,prox-out-classified
2008-01-03T10:16,53,prox-in-classified
2008-01-03T10:19,39,prox-in-classified
2008-01-03T10:20,22,prox-in-classified
2008-01-03T10:20,8,prox-in-building
2008-01-03T10:26,55,prox-in-classified
2008-01-03T10:27,40,prox-out-classified
2008-01-03T10:28,19,prox-in-classified
2008-01-03T10:29,44,prox-out-classified
2008-01-03T10:32,30,prox-in-classified
2008-01-03T10:32,13,prox-in-building
2008-01-03T10:32,0,prox-in-classified
2008-01-03T10:35,22,prox-out-classified
2008-01-03T10:36,35,prox-out-classified
2008-01-03T10:36,2,prox-in-building
2008-01-03T10:38,48,prox-in-building
2008-01-03T10:44,3,prox-in-classified
2008-01-03T10:46,30,prox-out-classified
2008-01-03T10:47,17,prox-in-classified
2008-01-03T10:48,41,prox-in-classified
2008-01-03T10:48,15,prox-out-classified
2008-01-03T10:49,58,prox-in-classified
2008-01-03T10:50,56,prox-in-building
2008-01-03T10:51,42,prox-in-classified
2008-01-03T10:55,53,prox-out-classified
2008-01-03T10:55,55,prox-out-classified
2008-01-03T10:56,45,prox-in-classified
2008-01-03T10:58,26,prox-out-classified
2008-01-03T10:59,49,prox-in-classified
2008-01-03T11:01,51,prox-in-classified
2008-01-03T11:02,39,prox-out-classified
2008-01-03T11:03,28,prox-in-classified
2008-01-03T11:05,39,prox-in-classified
2008-01-03T11:06,18,prox-in-classified
2008-01-03T11:09,42,prox-out-classified
2008-01-03T11:09,45,prox-out-classified
2008-01-03T11:09,49,prox-out-classified
2008-01-03T11:11,28,prox-out-classified
2008-01-03T11:11,50,prox-in-classified
2008-01-03T11:15,39,prox-out-classified
2008-01-03T11:17,25,prox-in-building
2008-01-03T11:20,50,prox-out-classified
2008-01-03T11:26,0,prox-out-classified
2008-01-03T11:27,7,prox-in-classified
2008-01-03T11:28,10,prox-in-classified
2008-01-03T11:29,23,prox-in-classified
2008-01-03T11:29,6,prox-in-classified
2008-01-03T11:33,26,prox-in-classified
2008-01-03T11:33,19,prox-out-classified
2008-01-03T11:35,45,prox-in-classified
2008-01-03T11:37,7,prox-out-classified
2008-01-03T11:39,23,prox-out-classified
2008-01-03T11:39,33,prox-in-classified
2008-01-03T11:41,44,prox-in-building
2008-01-03T11:41,41,prox-out-classified
2008-01-03T11:42,34,prox-in-classified
2008-01-03T11:43,3,prox-out-classified
2008-01-03T11:45,52,prox-in-classified
2008-01-03T11:46,10,prox-out-classified
2008-01-03T11:46,12,prox-in-building
2008-01-03T11:47,18,prox-out-classified
2008-01-03T11:47,22,prox-in-classified
2008-01-03T11:48,36,prox-in-classified
2008-01-03T11:49,14,prox-in-classified
2008-01-03T11:50,45,prox-out-classified
2008-01-03T11:50,43,prox-in-classified
2008-01-03T11:51,14,prox-out-classified
2008-01-03T11:52,43,prox-out-classified
2008-01-03T11:53,5,prox-in-classified
2008-01-03T11:53,41,prox-in-classified
2008-01-03T11:54,2,prox-in-classified
2008-01-03T11:54,24,prox-in-classified
2008-01-03T11:56,37,prox-in-classified
2008-01-03T12:01,14,prox-in-classified
2008-01-03T12:01,36,prox-out-classified
2008-01-03T12:02,6,prox-out-classified
2008-01-03T12:02,22,prox-out-classified
2008-01-03T12:02,16,prox-in-classified
2008-01-03T12:03,28,prox-in-building
2008-01-03T12:04,29,prox-in-classified
2008-01-03T12:05,54,prox-in-classified
2008-01-03T12:05,26,prox-out-classified
2008-01-03T12:06,5,prox-out-classified
2008-01-03T12:07,53,prox-in-classified
2008-01-03T12:08,54,prox-out-classified
2008-01-03T12:09,17,prox-out-classified
2008-01-03T12:09,58,prox-out-classified
2008-01-03T12:11,53,prox-out-classified
2008-01-03T12:14,9,prox-in-classified
2008-01-03T12:14,51,prox-out-classified
2008-01-03T12:16,52,prox-out-classified
2008-01-03T12:17,46,prox-in-classified
2008-01-03T12:18,11,prox-in-classified
2008-01-03T12:22,57,prox-in-classified
2008-01-03T12:22,58,prox-in-classified
2008-01-03T12:23,38,prox-in-classified
2008-01-03T12:23,10,prox-in-classified
2008-01-03T12:24,54,prox-in-classified
2008-01-03T12:26,42,prox-in-classified
2008-01-03T12:26,1,prox-in-classified
2008-01-03T12:29,21,prox-in-classified
2008-01-03T12:29,57,prox-out-classified
2008-01-03T12:29,35,prox-in-building
2008-01-03T12:32,47,prox-in-classified
2008-01-03T12:36,48,prox-in-classified
2008-01-03T12:36,24,prox-out-classified
2008-01-03T12:36,1,prox-out-classified
